KillDeathRatio,HeadshotKillRatio,WinRatio,Top10Ratio
0.89,0.19,0.7,7.0
1.08,0.12,0.0,16.3
0.8,0.13,1.94,16.1
0.3,0.17,0.0,5.2
2.36,0.24,3.65,11.7
1.67,0.15,4.38,21.2
1.27,0.15,0.84,11.8
1.91,0.21,3.57,10.7
0.95,0.24,1.5,12.8
0.71,0.2,0.0,5.4
0.95,0.17,1.4,11.2
1.47,0.28,2.23,12.8
1.14,0.16,2.52,15.1
1.08,0.24,0.98,10.8
1.72,0.15,7.32,22.0
0.88,0.23,0.99,11.3
1.08,0.12,1.8,14.4
0.72,0.15,0.0,9.8
0.87,0.14,1.86,16.3
1.49,0.2,3.03,13.1
2.41,0.2,4.97,22.4
0.71,0.22,0.2,9.5
0.78,0.18,0.71,9.9
1.57,0.2,3.37,19.1
1.19,0.12,0.0,20.0
0.85,0.21,1.18,20.0
1.41,0.21,2.0,12.0
1.78,0.17,1.74,15.7
1.28,0.23,0.76,2.7
1.53,0.21,2.5,17.0
0.44,0.1,1.49,14.9
1.46,0.17,3.45,17.2
1.06,0.23,1.29,9.0
1.48,0.23,4.09,26.9
0.79,0.2,1.94,11.6
1.06,0.27,0.0,8.4
1.29,0.21,3.26,26.1
1.38,0.22,1.2,13.3
1.01,0.16,1.36,7.7
0.49,0.14,1.08,12.6
1.98,0.3,4.69,21.9
1.18,0.21,0.93,5.6
1.87,0.21,4.26,11.7
1.51,0.16,1.9,8.6
1.25,0.23,2.86,16.2
0.94,0.23,1.23,13.2
2.49,0.24,7.45,19.1
2.47,0.16,2.99,11.9
1.09,0.25,0.0,6.5
1.39,0.23,0.0,7.0
0.82,0.14,1.67,9.2
0.91,0.19,0.65,8.4
1.21,0.2,0.0,8.3
0.66,0.2,0.0,14.2
1.14,0.18,3.41,19.3
1.06,0.24,1.96,12.7
1.88,0.24,2.17,10.9
1.35,0.31,1.4,8.8
1.12,0.18,2.29,11.9
0.86,0.22,0.67,11.4
1.06,0.13,2.41,26.5
1.28,0.17,1.24,9.1
1.12,0.23,1.32,11.9
0.8,0.17,5.21,22.4
1.37,0.17,0.91,14.5
0.92,0.12,1.69,8.5
1.99,0.17,4.64,20.5
1.82,0.25,2.02,16.2
1.79,0.23,4.31,12.9
1.2,0.24,1.22,13.4
2.31,0.21,2.78,29.6
0.54,0.19,0.67,12.7
1.29,0.17,1.16,23.3
2.08,0.32,3.16,10.1
1.51,0.21,3.32,19.1
0.99,0.19,1.77,12.7
0.98,0.25,1.84,17.8
1.44,0.2,0.82,10.2
1.13,0.12,2.47,13.6
2.35,0.3,4.21,15.8
1.0,0.11,1.19,13.1
1.18,0.29,2.04,14.8
1.28,0.18,1.92,14.4
0.58,0.14,0.0,13.6
0.68,0.21,1.13,17.7
1.72,0.24,1.5,21.0
1.09,0.19,4.49,11.2
1.35,0.26,1.15,9.2
0.89,0.26,0.0,11.6
0.97,0.1,3.05,12.2
0.76,0.17,0.52,9.8
0.59,0.35,0.0,7.3
1.27,0.15,1.38,11.7
0.41,0.1,0.0,13.5
1.5,0.27,1.36,15.0
2.21,0.2,7.69,25.6
1.8,0.17,1.25,7.5
4.01,0.73,13.22,24.0
0.74,0.24,2.06,16.5
1.28,0.16,2.87,13.4
0.67,0.13,0.0,7.3
1.28,0.15,0.91,10.0
1.34,0.23,2.86,16.3
1.78,0.23,1.11,21.1
0.71,0.24,0.69,10.3
0.89,0.14,2.29,14.9
1.02,0.19,0.0,10.1
1.92,0.25,3.65,19.6
1.55,0.28,3.87,5.8
1.41,0.25,3.09,20.5
1.15,0.17,0.93,20.4
1.09,0.2,1.6,12.8
1.04,0.21,0.34,6.5
2.11,0.23,2.88,9.6
1.17,0.14,1.2,9.6
0.63,0.14,0.63,11.3
1.25,0.31,1.52,6.1
1.06,0.3,1.63,6.5
0.96,0.24,1.49,11.9
0.83,0.19,1.07,6.1
0.86,0.27,0.72,11.6
1.25,0.14,3.45,11.5
1.65,0.19,0.96,6.5
0.79,0.18,0.29,8.4
0.93,0.29,0.65,16.2
2.27,0.26,12.24,36.7
2.97,0.3,5.41,20.7
0.73,0.2,0.68,10.0
1.43,0.17,1.67,9.2
2.17,0.18,4.1,10.7
1.15,0.2,1.29,9.7
1.04,0.21,2.86,15.0
1.33,0.28,0.41,4.5
2.4,0.34,2.34,7.5
1.77,0.26,2.75,21.1
1.3,0.22,2.22,12.6
0.92,0.18,2.28,14.8
1.39,0.19,3.55,21.6
1.94,0.24,3.53,14.7
0.57,0.2,1.23,15.2
1.09,0.25,0.0,19.3
1.6,0.24,3.82,8.0
1.41,0.17,1.8,9.9
1.15,0.15,3.53,24.7
0.56,0.15,0.0,8.2
0.94,0.1,2.31,16.2
1.07,0.19,0.0,6.3
1.62,0.23,2.14,8.6
1.32,0.19,1.47,8.8
0.55,0.18,1.92,19.2
1.72,0.2,1.6,13.6
0.97,0.16,2.33,12.4
0.98,0.19,1.5,6.8
2.0,0.18,6.59,24.2
3.96,0.18,10.18,27.4
0.76,0.12,1.61,10.8
1.69,0.22,5.26,12.8
1.32,0.21,1.0,10.0
0.92,0.29,1.23,5.9
1.05,0.19,1.98,27.7
1.27,0.3,1.22,6.1
0.91,0.19,2.14,9.6
0.98,0.24,1.32,8.6
0.86,0.25,0.98,5.9
0.89,0.24,0.88,12.4
1.5,0.24,1.81,11.4
1.01,0.22,1.47,8.1
1.2,0.2,1.83,23.8
1.11,0.26,2.92,12.9
1.17,0.14,0.0,5.8
1.62,0.27,0.0,10.0
1.22,0.23,1.25,11.6
1.21,0.25,0.0,7.1
1.26,0.22,5.15,19.6
0.46,0.2,0.61,12.9
1.98,0.18,3.03,9.1
3.09,0.31,12.57,32.5
1.34,0.26,1.61,12.1
0.72,0.21,0.47,5.6
1.28,0.1,1.39,13.2
0.96,0.28,0.0,10.1
1.14,0.19,2.22,4.4
0.97,0.24,0.68,9.9
0.84,0.19,1.22,13.4
0.77,0.23,0.5,12.4
0.57,0.21,0.0,14.6
0.72,0.21,0.2,18.1
0.99,0.24,1.83,15.6
1.68,0.23,1.72,8.6
2.4,0.21,6.81,29.1
1.25,0.26,0.57,4.0
1.08,0.18,0.0,17.9
0.61,0.1,0.0,10.1
0.92,0.17,1.18,14.1
0.87,0.28,1.56,17.2
1.0,0.18,0.82,26.2
0.83,0.16,1.98,18.8
1.37,0.2,1.64,25.4
0.77,0.26,0.0,11.2
2.35,0.25,2.17,11.6
1.15,0.24,0.54,12.5
1.82,0.28,5.47,19.9
1.28,0.25,0.43,7.8
1.03,0.15,0.7,10.5
0.43,0.2,0.55,15.7
1.32,0.31,0.0,6.0
1.64,0.18,0.78,11.6
1.01,0.18,0.0,9.6
1.15,0.21,1.67,10.5
3.77,0.19,17.65,42.4
1.71,0.18,6.73,41.3
1.14,0.13,1.16,12.8
1.24,0.21,1.74,20.3
2.56,0.23,8.04,21.4
1.33,0.25,0.0,14.0
1.07,0.24,0.0,7.8
1.04,0.3,1.72,6.9
0.7,0.22,0.33,12.0
0.86,0.21,2.17,19.6
1.3,0.16,2.47,13.0
1.08,0.18,0.0,19.0
1.26,0.15,0.0,11.1
1.2,0.14,1.04,14.6
1.13,0.13,2.35,17.6
1.19,0.2,0.74,8.9
2.02,0.3,4.87,15.5
1.26,0.21,2.92,20.8
1.46,0.18,0.0,13.8
0.91,0.23,0.0,12.0
0.93,0.24,0.94,14.2
0.89,0.19,0.63,11.1
1.53,0.19,3.03,20.2
1.03,0.17,0.55,5.5
3.27,0.19,15.59,50.7
0.96,0.29,0.62,12.4
1.85,0.25,0.0,3.5
1.23,0.19,0.0,10.1
0.74,0.27,0.6,13.9
1.02,0.17,1.12,20.2
1.5,0.25,2.33,17.4
1.13,0.2,1.19,25.0
2.79,0.23,4.64,16.4
1.15,0.27,1.52,12.1
1.24,0.27,0.84,8.4
1.0,0.13,2.38,19.0
1.6,0.2,4.5,26.5
1.52,0.11,0.61,11.0
2.23,0.19,4.95,22.8
0.69,0.19,1.15,5.4
0.68,0.17,0.34,10.0
0.7,0.22,0.0,9.0
0.41,0.24,1.36,9.0
1.06,0.19,0.0,6.2
1.14,0.2,0.0,8.9
1.06,0.23,0.8,6.4
0.86,0.17,0.52,8.0
2.77,0.19,4.22,19.3
2.8,0.21,9.38,32.3
0.86,0.15,0.25,6.1
2.9,0.28,3.93,13.6
1.5,0.2,3.67,18.3
1.71,0.22,2.94,16.7
1.48,0.25,3.06,11.2
0.82,0.14,2.47,16.0
1.19,0.2,2.52,21.0
1.82,0.17,6.77,34.2
1.41,0.26,3.1,21.7
1.98,0.2,3.26,13.5
1.66,0.19,1.94,23.3
1.29,0.21,0.76,8.3
1.91,0.22,1.72,7.9
0.93,0.13,0.48,8.7
1.65,0.29,1.81,12.0
0.98,0.36,1.05,11.8
1.73,0.24,0.95,19.0
1.41,0.19,1.34,9.6
1.5,0.2,4.26,18.1
1.44,0.2,3.03,16.2
1.09,0.23,1.96,16.7
1.22,0.23,2.13,14.9
2.18,0.24,8.79,22.0
1.1,0.24,1.05,14.7
1.27,0.2,0.58,13.9
1.48,0.2,2.46,17.2
1.0,0.16,0.33,10.6
2.63,0.19,6.51,19.5
1.58,0.22,1.87,29.9
1.95,0.23,4.35,13.9
0.37,0.21,0.0,9.0
1.39,0.15,6.84,18.8
4.14,0.18,13.04,27.8
0.94,0.15,3.77,26.4
0.91,0.19,0.41,3.7
1.23,0.22,0.44,5.8
1.16,0.2,2.15,7.5
1.3,0.16,1.72,10.3
1.26,0.17,4.65,19.8
1.73,0.26,2.03,8.6
1.22,0.12,3.88,18.4
1.24,0.18,2.64,13.2
0.85,0.24,1.62,8.6
1.06,0.21,2.41,13.3
1.4,0.21,2.4,14.4
0.85,0.21,0.0,9.1
1.42,0.24,6.11,17.6
0.91,0.23,0.93,9.3
1.4,0.22,1.23,9.9
1.65,0.17,6.98,23.3
1.43,0.29,3.53,16.5
1.32,0.12,0.0,15.3
1.49,0.2,4.6,21.8
0.73,0.14,0.0,8.0
1.0,0.23,2.55,24.8
0.9,0.27,1.53,11.2
0.94,0.25,0.41,12.0
0.87,0.22,0.43,5.2
0.65,0.19,0.5,9.2
1.03,0.15,0.0,13.4
1.51,0.16,1.54,34.6
0.83,0.15,1.09,10.9
0.91,0.22,0.0,9.7
0.66,0.24,0.71,10.0
0.95,0.25,1.67,8.9
1.3,0.36,1.61,16.1
0.99,0.22,3.75,15.0
1.21,0.2,1.45,10.9
1.43,0.2,5.66,23.9
1.61,0.34,4.97,16.1
1.16,0.16,0.68,24.3
1.42,0.14,0.51,4.5
0.87,0.17,0.61,12.5
0.89,0.15,0.72,11.6
0.93,0.21,0.42,5.9
1.8,0.15,2.84,16.3
1.68,0.25,6.47,33.1
1.18,0.14,0.61,12.8
1.54,0.2,0.74,10.4
1.45,0.23,2.27,8.0
0.77,0.2,0.0,13.6
2.42,0.26,9.32,38.6
1.79,0.15,6.1,31.7
0.55,0.25,0.5,10.8
0.7,0.18,2.07,17.2
1.34,0.24,0.0,9.7
1.75,0.16,5.83,15.0
0.63,0.27,1.33,8.9
0.7,0.26,1.58,12.6
0.69,0.27,2.42,15.3
0.57,0.32,0.73,12.4
1.29,0.21,2.61,13.9
1.0,0.29,2.29,16.8
0.82,0.2,0.38,15.2
0.67,0.17,1.21,13.0
1.63,0.23,3.57,9.5
1.1,0.2,3.48,16.4
1.12,0.19,0.73,7.3
1.25,0.26,0.83,13.3
0.88,0.16,0.29,5.3
1.04,0.24,1.39,14.6
1.2,0.22,1.54,7.7
1.02,0.24,1.51,15.1
0.92,0.19,0.0,7.3
1.45,0.18,0.9,5.4
2.0,0.2,5.98,23.9
1.84,0.2,5.0,19.2
1.46,0.28,3.36,16.8
1.26,0.2,0.98,12.7
2.11,0.2,0.75,8.2
0.47,0.17,2.0,14.0
1.94,0.24,2.67,14.4
0.8,0.13,0.0,10.9
0.86,0.15,0.96,11.0
0.99,0.21,1.3,11.0
1.19,0.2,0.76,4.3
1.12,0.21,0.43,6.4
2.46,0.27,4.77,20.9
1.99,0.21,3.09,11.3
1.97,0.25,1.25,5.0
0.76,0.18,1.69,13.6
1.59,0.31,3.39,15.3
2.15,0.23,7.64,23.6
0.83,0.24,0.0,14.8
1.25,0.17,3.32,19.3
0.77,0.21,0.0,8.3
1.73,0.2,0.34,4.1
1.82,0.21,3.07,17.3
2.26,0.18,18.18,54.9
1.15,0.18,0.0,8.8
2.17,0.29,5.36,17.9
1.14,0.16,1.05,16.8
1.58,0.2,2.75,11.0
2.31,0.24,4.51,18.0
1.72,0.25,2.41,15.7
1.68,0.2,5.26,14.7
3.5,0.37,5.19,21.7
1.43,0.23,1.55,12.4
1.4,0.22,3.45,22.4
1.43,0.18,1.99,7.3
1.37,0.24,1.19,11.9
0.83,0.19,0.0,16.3
4.49,0.22,11.02,31.4
0.7,0.19,0.0,7.2
0.55,0.17,0.0,10.2
0.69,0.22,0.29,7.6
0.69,0.16,0.84,8.4
1.48,0.25,0.0,11.9
1.39,0.16,1.56,7.8
0.99,0.19,0.76,5.1
1.17,0.21,1.65,19.0
1.33,0.24,1.91,12.7
0.92,0.11,2.67,14.0
2.28,0.29,2.31,13.9
1.94,0.18,9.09,34.1
0.95,0.21,2.04,15.3
0.76,0.16,0.49,6.4
0.9,0.19,0.0,13.1
1.11,0.19,0.45,9.0
1.36,0.24,1.32,12.6
0.43,0.2,0.0,13.9
1.13,0.16,0.81,7.3
1.13,0.26,2.3,17.2
2.24,0.25,3.66,20.7
1.64,0.19,1.65,19.2
2.01,0.44,4.71,22.0
1.1,0.25,0.8,3.7
0.77,0.14,0.52,11.0
1.39,0.26,1.61,9.1
1.09,0.22,1.77,10.6
1.16,0.21,1.49,12.9
1.38,0.25,1.19,11.9
1.09,0.3,0.0,7.7
0.82,0.16,2.17,18.5
0.82,0.17,0.0,14.7
2.17,0.2,4.52,9.0
0.89,0.19,0.82,9.0
1.36,0.15,0.55,9.3
1.77,0.18,4.55,27.8
1.58,0.21,1.25,13.8
0.66,0.2,0.75,9.5
3.19,0.32,9.64,22.9
0.54,0.19,0.0,6.3
0.88,0.11,1.82,6.1
0.83,0.17,0.72,8.6
1.19,0.26,0.0,6.5
1.26,0.21,3.61,20.5
1.66,0.25,5.32,13.8
0.76,0.21,0.73,12.5
1.66,0.2,2.52,9.2
0.76,0.22,0.0,12.2
1.04,0.19,0.54,6.8
2.01,0.25,4.55,30.9
0.67,0.25,0.79,18.1
0.72,0.14,0.0,6.4
1.81,0.24,3.02,20.0
1.09,0.2,0.38,9.4
1.94,0.18,6.9,33.3
6.11,0.69,14.05,26.5
1.82,0.25,4.12,12.4
1.34,0.19,1.54,8.7
1.43,0.26,1.76,17.1
2.03,0.22,5.96,22.2
1.35,0.18,2.5,12.5
0.76,0.34,0.0,9.8
1.09,0.18,0.43,5.1
2.41,0.26,3.54,16.8
0.82,0.21,0.72,11.4
1.77,0.16,0.0,15.6
1.05,0.28,0.84,22.7
1.16,0.2,3.42,11.0
1.11,0.2,2.38,13.1
1.64,0.21,0.94,9.4
0.9,0.17,0.0,6.2
0.84,0.24,0.43,9.4
1.13,0.21,0.67,7.3
1.75,0.26,3.66,18.3
0.99,0.17,1.53,21.4
1.05,0.19,1.37,14.4
2.14,0.25,1.25,15.0
1.69,0.17,2.05,7.5
1.3,0.23,0.79,4.7
0.77,0.23,0.0,8.8
1.21,0.26,5.56,25.6
2.05,0.21,6.5,27.5
1.2,0.25,2.01,9.4
1.11,0.16,0.72,10.9
1.33,0.19,0.94,10.4
3.0,0.24,3.56,10.9
0.47,0.2,1.33,11.3
1.16,0.19,0.0,12.4
1.13,0.1,1.25,7.5
0.88,0.26,0.83,9.9
0.72,0.13,0.0,10.8
1.99,0.22,1.02,12.2
0.63,0.19,0.84,16.5
1.15,0.23,0.92,14.7
1.54,0.22,0.97,7.8
0.6,0.2,0.0,5.6
1.39,0.19,4.43,33.5
2.67,0.23,4.71,24.1
1.83,0.16,1.82,9.1
1.2,0.18,1.26,10.1
1.05,0.24,4.12,16.5
1.03,0.17,0.82,7.9
2.58,0.21,6.19,27.8
1.88,0.18,11.9,36.9
1.53,0.2,3.55,12.4
0.81,0.25,1.28,15.0
0.78,0.2,1.49,11.2
0.9,0.22,0.9,9.7
1.7,0.28,4.76,16.2
1.42,0.27,0.0,12.0
1.78,0.25,1.39,7.6
1.63,0.28,4.03,16.8
1.79,0.21,5.32,29.8
1.45,0.16,1.07,13.9
1.59,0.21,5.26,20.0
1.0,0.24,2.24,18.8
1.98,0.27,5.93,21.5
1.89,0.29,1.82,7.3
1.34,0.25,2.23,12.3
0.88,0.17,1.04,15.9
0.63,0.15,0.6,14.3
1.23,0.18,0.96,9.6
1.29,0.22,0.77,13.1
1.33,0.24,0.0,9.2
1.16,0.25,3.67,22.0
1.43,0.1,2.15,19.4
1.38,0.22,0.79,11.9
0.51,0.19,0.0,10.6
1.12,0.19,0.44,3.9
1.98,0.26,2.04,11.7
0.88,0.1,2.08,28.1
1.08,0.2,2.37,15.6
1.49,0.19,2.14,7.1
1.01,0.16,1.18,11.8
1.48,0.22,2.44,18.7
0.86,0.19,0.89,12.7
0.85,0.18,0.66,6.2
0.9,0.14,4.44,14.4
1.81,0.2,4.55,30.7
1.8,0.28,1.97,6.9
1.81,0.25,2.66,12.2
1.31,0.17,4.79,16.0
1.51,0.22,1.2,8.4
1.16,0.18,2.41,18.1
0.9,0.27,0.0,9.6
0.69,0.21,0.27,8.5
1.26,0.33,0.8,18.4
0.82,0.23,1.71,6.8
0.91,0.15,1.94,11.7
2.26,0.19,3.16,14.7
1.73,0.32,0.87,12.2
1.04,0.23,1.85,9.7
0.64,0.27,0.36,8.7
1.05,0.21,0.75,17.9
0.6,0.22,0.0,7.1
1.85,0.29,2.16,20.9
0.66,0.23,0.0,2.3
1.59,0.17,0.0,6.3
1.16,0.26,5.85,14.9
1.0,0.22,0.4,5.3
0.95,0.19,1.02,15.8
0.91,0.23,1.1,15.4
1.98,0.24,3.37,16.3
1.48,0.26,2.29,14.5
1.16,0.16,0.7,19.6
0.99,0.23,0.0,9.8
0.57,0.23,1.08,11.8
0.85,0.26,0.72,5.4
2.16,0.15,3.23,11.8
1.07,0.22,1.74,17.4
2.57,0.25,5.97,18.7
0.65,0.1,0.66,8.6
0.97,0.22,1.67,21.7
1.05,0.13,2.46,16.5
1.42,0.14,0.92,7.3
0.84,0.22,0.0,15.8
0.7,0.3,1.03,8.2
1.44,0.15,3.2,15.2
1.11,0.19,1.06,5.3
1.97,0.17,3.3,20.9
2.3,0.24,9.78,33.7
1.19,0.18,1.38,6.9
1.6,0.19,2.38,4.8
1.11,0.26,3.66,22.0
0.72,0.19,0.48,10.6
0.92,0.22,0.7,20.4
1.01,0.14,0.5,7.8
1.51,0.14,2.5,15.8
0.83,0.27,2.08,12.5
1.2,0.21,0.86,9.7
0.84,0.26,1.28,14.7
0.93,0.19,2.21,14.7
2.54,0.25,9.03,31.0
2.2,0.22,4.76,33.3
0.53,0.18,0.0,6.0
2.87,0.23,5.7,17.6
0.62,0.13,0.0,13.4
1.11,0.23,0.76,10.6
1.1,0.19,0.74,8.5
1.96,0.28,3.85,13.5
1.04,0.32,0.0,5.5
0.65,0.16,0.0,12.2
0.69,0.24,0.0,13.5
0.71,0.22,0.0,7.1
0.48,0.16,0.72,4.1
1.62,0.18,6.98,33.7
2.13,0.29,8.6,35.5
1.3,0.23,6.06,24.2
1.3,0.2,2.56,11.8
1.56,0.22,4.07,18.7
0.9,0.32,0.94,5.0
0.83,0.25,0.38,6.1
0.99,0.14,1.23,18.5
1.0,0.22,0.23,6.4
1.06,0.21,0.45,10.4
1.4,0.3,0.0,1.8
0.91,0.26,1.15,12.6
1.64,0.14,3.37,14.6
1.86,0.3,7.83,22.6
1.34,0.17,2.06,17.5
2.56,0.26,8.13,20.3
1.41,0.23,1.45,10.1
0.54,0.18,1.07,15.0
1.21,0.2,1.6,6.9
1.05,0.26,1.89,13.2
1.24,0.26,0.93,12.0
0.62,0.28,0.0,8.9
0.95,0.21,1.01,10.1
1.23,0.13,0.82,13.9
1.34,0.22,2.02,15.2
0.86,0.22,1.88,10.6
1.07,0.29,1.83,19.3
0.51,0.06,0.0,24.7
1.13,0.39,2.42,11.3
0.92,0.25,1.9,12.7
1.43,0.2,7.2,33.7
0.99,0.28,3.06,10.2
1.33,0.24,0.0,20.7
1.47,0.2,1.87,14.4
1.73,0.27,8.54,26.8
1.57,0.25,2.44,13.4
2.33,0.24,4.91,19.2
1.69,0.26,2.33,25.6
1.34,0.26,1.09,23.0
3.38,0.28,7.49,25.7
1.48,0.26,1.64,9.0
0.91,0.23,1.45,8.8
0.97,0.2,0.86,11.2
1.54,0.19,0.79,17.5
1.01,0.22,0.0,6.1
1.67,0.25,2.48,14.9
1.45,0.23,0.9,10.9
1.15,0.25,2.86,11.4
0.98,0.21,0.85,10.6
1.63,0.2,2.07,6.2
0.84,0.18,0.68,17.6
1.97,0.24,7.02,27.2
1.26,0.14,1.68,23.5
1.23,0.24,1.3,6.8
0.76,0.19,1.38,8.3
2.16,0.19,7.72,32.8
2.09,0.2,3.47,17.4
1.9,0.25,5.22,22.6
0.85,0.19,0.68,7.5
1.04,0.17,1.58,13.0
1.2,0.14,3.17,15.1
0.94,0.24,0.0,9.1
0.77,0.23,0.93,2.8
0.83,0.26,2.33,17.4
2.2,0.2,4.17,19.8
1.43,0.24,2.72,19.3
0.97,0.19,3.54,15.9
1.32,0.19,2.36,6.8
1.51,0.21,2.11,11.6
1.13,0.17,1.19,7.1
1.93,0.32,2.35,10.6
1.1,0.24,1.15,13.0
0.72,0.19,1.37,11.0
1.23,0.17,5.56,23.1
1.24,0.19,0.79,9.4
1.53,0.23,3.2,9.9
1.06,0.28,2.33,17.8
1.0,0.16,0.81,10.6
1.05,0.2,1.8,9.7
1.04,0.21,0.62,14.9
0.95,0.14,2.32,9.3
0.78,0.16,1.15,14.9
2.11,0.22,2.76,13.4
1.11,0.23,1.28,7.7
0.84,0.18,3.9,51.7
0.89,0.22,0.0,21.2
0.78,0.14,1.85,18.5
1.45,0.22,3.03,20.2
1.58,0.22,2.97,9.4
1.07,0.22,0.0,6.9
0.97,0.15,1.32,15.6
1.12,0.19,0.0,13.1
0.9,0.26,2.72,9.5
1.21,0.23,1.85,18.5
0.91,0.2,0.0,5.7
1.83,0.14,2.97,12.9
1.06,0.23,0.0,8.8
0.72,0.14,0.0,9.5
0.79,0.15,0.43,17.0
1.66,0.21,1.74,24.3
2.68,0.15,10.47,36.0
1.1,0.12,8.28,66.6
1.28,0.24,3.53,16.5
1.05,0.16,0.0,10.7
1.52,0.25,1.92,18.3
0.37,0.25,0.6,12.5
0.99,0.27,0.0,18.8
2.21,0.32,5.23,16.3
1.22,0.28,2.27,22.7
0.5,0.17,0.96,12.4
4.08,0.26,6.25,17.0
2.2,0.23,6.2,30.2
1.01,0.23,0.0,10.2
1.31,0.27,0.0,9.6
0.97,0.16,0.68,15.1
0.87,0.25,2.91,12.6
1.43,0.12,4.28,26.8
0.82,0.18,2.28,20.9
1.33,0.19,3.37,33.7
1.81,0.2,0.86,5.2
2.32,0.32,6.98,24.2
1.13,0.21,1.85,13.6
2.57,0.23,5.04,16.8
1.06,0.22,2.78,12.0
2.47,0.26,3.06,16.3
0.94,0.25,2.18,15.9
0.9,0.2,1.53,13.3
0.9,0.19,0.67,10.1
1.07,0.26,3.7,15.7
1.95,0.17,3.82,16.8
0.7,0.17,0.0,5.0
1.42,0.16,0.88,14.0
1.59,0.17,4.23,11.3
1.57,0.19,1.02,11.9
1.45,0.21,3.3,16.5
1.03,0.23,1.29,12.9
0.6,0.19,0.35,7.1
1.39,0.29,0.0,17.2
2.23,0.2,3.33,21.1
0.32,0.23,0.0,12.1
1.33,0.17,2.47,12.3
0.95,0.12,0.0,8.7
1.8,0.19,0.0,11.8
1.46,0.22,4.33,22.9
1.57,0.13,1.98,16.8
0.83,0.34,0.0,12.5
0.76,0.18,2.48,16.1
0.71,0.17,1.6,5.3
0.69,0.22,0.74,6.5
0.95,0.28,0.0,14.7
1.59,0.31,2.04,15.0
1.05,0.24,0.85,9.4
1.8,0.34,5.0,18.8
0.93,0.08,0.0,5.9
0.78,0.3,0.41,8.7
2.93,0.32,1.12,10.1
1.55,0.22,1.95,25.0
1.5,0.19,3.76,13.5
2.33,0.16,2.34,7.8
1.52,0.26,6.1,20.7
1.08,0.27,1.85,16.7
0.89,0.17,0.0,8.3
1.2,0.2,0.0,8.1
1.11,0.24,1.3,9.1
2.04,0.33,12.5,35.0
1.45,0.16,2.11,13.5
1.28,0.2,1.63,6.3
1.06,0.23,1.3,18.3
0.51,0.15,0.93,17.8
0.97,0.18,0.35,3.5
1.84,0.21,0.0,8.5
1.34,0.22,2.78,12.0
0.92,0.28,1.1,11.8
1.55,0.16,0.68,10.1
1.11,0.27,1.11,10.0
1.44,0.15,0.69,5.6
0.6,0.25,0.0,23.4
1.3,0.27,6.38,35.5
1.21,0.17,0.0,21.1
1.33,0.18,5.92,39.5
2.39,0.26,5.48,17.6
0.73,0.21,1.59,9.6
1.05,0.24,1.3,8.2
0.94,0.32,1.59,15.1
1.44,0.26,0.63,3.1
0.33,0.21,0.0,9.6
1.15,0.12,1.18,10.6
1.96,0.25,2.31,16.2
1.52,0.23,0.8,5.6
1.28,0.21,1.25,21.2
0.96,0.18,0.22,7.4
1.51,0.16,1.79,8.9
1.69,0.22,2.82,18.3
1.64,0.19,6.36,21.8
0.83,0.13,1.04,10.4
1.32,0.22,4.17,8.3
0.6,0.14,1.89,18.9
0.72,0.2,0.0,6.7
0.89,0.19,1.3,7.8
0.74,0.13,0.38,6.9
1.24,0.15,4.65,19.8
2.31,0.23,8.24,20.0
1.75,0.28,1.75,5.3
0.98,0.16,0.57,6.9
1.13,0.28,1.14,6.3
1.09,0.14,3.95,19.7
0.76,0.17,0.46,9.6
1.27,0.16,2.2,15.4
0.66,0.23,0.44,6.6
1.38,0.23,5.0,22.0
1.28,0.2,1.12,10.4
1.0,0.3,2.67,21.9
1.2,0.2,2.08,13.5
1.3,0.12,1.98,32.7
1.96,0.2,3.74,14.0
1.33,0.25,6.72,23.9
1.94,0.27,6.67,20.0
1.19,0.23,2.92,12.3
1.46,0.22,1.18,17.6
1.99,0.18,4.0,17.0
0.56,0.24,0.0,8.8
1.1,0.17,0.0,11.7
1.15,0.26,3.9,18.2
1.47,0.21,0.0,3.1
2.11,0.17,2.38,16.7
1.27,0.22,0.53,9.1
1.08,0.16,1.01,16.2
2.24,0.22,3.1,10.9
0.85,0.18,0.53,6.7
0.84,0.14,1.61,13.7
3.76,0.27,7.0,18.0
1.64,0.27,1.05,18.9
0.8,0.21,0.76,6.5
1.76,0.24,3.12,12.5
1.76,0.23,4.44,40.0
0.58,0.19,0.66,4.3
0.7,0.23,0.0,7.3
1.73,0.23,5.38,21.5
1.23,0.21,0.88,7.0
1.29,0.18,3.6,12.6
2.32,0.33,11.11,45.7
1.15,0.19,1.56,21.9
0.97,0.2,0.68,3.4
1.7,0.15,2.11,12.6
2.83,0.22,9.71,29.1
1.23,0.12,0.0,5.4
1.01,0.15,0.83,18.3
2.74,0.24,5.31,16.8
1.61,0.24,1.1,5.5
1.0,0.34,2.47,9.9
1.21,0.13,0.0,6.8
1.33,0.2,0.54,8.1
1.14,0.21,0.76,13.6
0.89,0.2,0.97,8.7
0.89,0.31,0.45,7.7
1.14,0.18,0.38,4.2
2.3,0.3,4.4,15.7
1.99,0.23,2.75,14.7
1.06,0.21,1.04,12.4
1.03,0.25,0.87,9.5
1.78,0.27,0.92,12.8
1.26,0.26,1.27,5.7
1.02,0.24,0.0,11.2
1.63,0.17,3.57,17.9
1.15,0.38,0.0,4.9
0.81,0.16,0.6,17.5
